asset_id,cycle,operational_setting_1,operational_setting_2,operational_setting_3,s2,s3,s4,s7,s8,s9,s11,s12,s14,s15,s17,s20,s21
AC-017,179,0.0037,0.0001,100.0,642.97,1589.44,1401.41,553.71,2388.02,9080.14,47.41,521.51,8155.41,8.3721,392,38.65,23.3575
AC-017,180,-0.0007,0.0001,100.0,642.11,1586.0,1412.6,553.84,2388.06,9077.05,47.43,521.72,8155.87,8.4301,392,38.93,23.3311
AC-017,181,-0.0017,0.0004,100.0,642.46,1583.92,1409.66,554.03,2388.02,9074.26,47.35,521.68,8161.25,8.3988,394,38.92,23.3106
AC-017,182,0.0012,0.0,100.0,642.63,1588.34,1408.71,554.0,2387.98,9088.28,47.56,522.32,8160.32,8.4153,393,38.75,23.3561
AC-017,183,-0.0048,0.0005,100.0,643.0,1598.21,1405.2,553.8,2388.05,9082.16,47.37,521.77,8158.22,8.417,392,39.16,23.321
AC-017,184,-0.0012,0.0002,100.0,642.61,1590.64,1401.65,553.35,2388.0,9084.23,47.29,521.69,8161.29,8.4398,393,38.92,23.3142
AC-017,185,0.0005,-0.0004,100.0,642.56,1590.84,1402.19,553.53,2388.06,9093.04,47.3,521.87,8163.66,8.4302,394,38.88,23.3731
AC-017,186,0.0011,-0.0,100.0,642.6,1584.49,1397.07,553.77,2388.06,9089.98,47.55,522.21,8157.81,8.4466,393,39.0,23.3551
AC-017,187,-0.003,0.0003,100.0,642.83,1598.42,1406.55,554.23,2388.02,9089.38,47.49,521.79,8155.22,8.3888,393,38.73,23.264
AC-017,188,0.0005,0.0003,100.0,642.57,1588.56,1406.95,553.33,2387.98,9084.07,47.37,521.78,8163.75,8.4254,393,38.89,23.3991
AC-017,189,-0.002,-0.0004,100.0,642.43,1585.39,1401.76,553.54,2388.03,9089.36,47.42,522.02,8164.71,8.4385,396,38.79,23.2303
AC-017,190,-0.0033,0.0005,100.0,642.25,1596.9,1410.8,553.86,2388.03,9087.45,47.27,521.62,8161.74,8.4298,394,38.76,23.2449
AC-017,191,-0.0028,-0.0002,100.0,642.63,1591.59,1400.26,554.13,2387.97,9088.66,47.61,521.17,8166.79,8.4122,393,39.09,23.3415
AC-017,192,0.0024,-0.0002,100.0,642.55,1586.71,1409.87,554.54,2388.1,9085.86,47.53,521.53,8167.63,8.4493,395,39.06,23.343
AC-017,193,0.0003,-0.0004,100.0,642.46,1596.63,1408.77,553.64,2388.06,9086.66,47.4,521.76,8162.15,8.4148,395,38.85,23.3076
AC-017,194,-0.0012,0.0001,100.0,643.07,1587.51,1410.3,552.51,2388.02,9086.64,47.64,521.8,8159.0,8.4261,392,39.0,23.2493
AC-017,195,0.0033,0.0003,100.0,642.85,1584.21,1405.3,554.27,2388.0,9086.46,47.36,521.97,8163.03,8.4251,395,38.97,23.3354
AC-017,196,0.0003,0.0001,100.0,642.98,1588.67,1404.79,553.42,2388.01,9089.52,47.53,522.16,8165.2,8.4634,395,38.93,23.3255
AC-017,197,0.0021,0.0004,100.0,642.46,1589.8,1411.75,553.48,2388.06,9085.79,47.4,521.85,8166.94,8.4321,393,38.96,23.3218
AC-017,198,0.0006,0.0003,100.0,642.35,1587.84,1407.94,554.07,2388.07,9088.23,47.61,521.77,8164.27,8.4606,392,38.81,23.3737
AC-017,199,-0.0039,0.0003,100.0,642.05,1584.36,1404.1,553.94,2388.01,9086.74,47.46,521.47,8161.21,8.4463,393,38.9,23.3126
AC-017,200,0.0018,-0.0001,100.0,642.49,1583.5,1402.29,553.8,2388.09,9093.13,47.31,521.7,8166.26,8.4183,393,38.79,23.3859
AC-017,201,0.0004,-0.0,100.0,642.54,1598.26,1406.68,553.68,2388.08,9097.7,47.62,521.21,8169.01,8.4463,393,38.76,23.359
AC-017,202,0.0021,0.0003,100.0,642.11,1587.1,1404.18,553.14,2388.05,9087.2,47.29,521.24,8167.97,8.4543,393,38.74,23.287
AC-017,203,-0.0019,0.0001,100.0,642.86,1583.16,1408.23,552.97,2388.0,9098.99,47.59,521.23,8172.11,8.4249,394,38.72,23.2474
AC-017,204,0.0031,0.0002,100.0,642.87,1589.72,1406.92,553.47,2388.07,9085.19,47.57,521.49,8168.85,8.4462,392,38.99,23.2776
AC-017,205,-0.0015,0.0001,100.0,642.53,1591.21,1408.9,554.09,2388.0,9093.45,47.62,521.87,8164.89,8.404,393,38.75,23.1035
AC-017,206,-0.0062,-0.0004,100.0,642.75,1584.7,1400.9,553.84,2388.01,9099.72,47.59,522.13,8168.01,8.4346,393,38.95,23.2152
AC-017,207,0.0043,-0.0004,100.0,642.67,1586.55,1409.62,553.24,2388.05,9090.05,47.5,521.67,8168.73,8.4357,394,38.72,23.327
AC-017,208,0.002,0.0003,100.0,642.2,1589.75,1408.41,553.85,2388.03,9090.21,47.54,521.25,8172.6,8.4291,393,38.88,23.3964
AC-017,209,-0.0031,0.0002,100.0,642.85,1586.79,1399.69,553.35,2388.07,9096.93,47.41,521.12,8167.8,8.4429,392,38.67,23.2707
AC-017,210,-0.0014,0.0003,100.0,642.58,1597.16,1406.89,553.39,2388.06,9094.84,47.43,521.9,8173.59,8.4259,393,38.61,23.3856
AC-017,211,-0.0009,-0.0004,100.0,642.52,1589.79,1412.93,554.08,2388.05,9105.01,47.39,521.32,8171.28,8.438,393,38.81,23.338
AC-017,212,0.0006,-0.0002,100.0,642.56,1589.47,1413.36,553.56,2388.04,9098.46,47.6,521.11,8173.93,8.4334,392,38.68,23.306
AC-017,213,-0.0019,0.0005,100.0,642.47,1587.09,1407.88,553.07,2388.03,9092.21,47.34,521.79,8168.48,8.4359,395,38.89,23.3755
AC-017,214,0.0002,-0.0,100.0,643.01,1595.01,1414.55,553.74,2388.07,9095.88,47.51,521.34,8175.45,8.4108,393,38.74,23.1943
AC-017,215,0.0003,0.0005,100.0,642.74,1590.37,1410.19,553.33,2388.05,9097.75,47.41,521.55,8171.84,8.4348,393,38.8,23.1593
AC-017,216,-0.0023,-0.0001,100.0,642.73,1592.56,1417.78,552.61,2388.1,9102.26,47.37,521.14,8173.32,8.4621,393,38.69,23.1804
AC-017,217,0.0042,0.0001,100.0,642.81,1591.34,1409.4,553.14,2388.08,9110.76,47.49,521.12,8173.79,8.4657,393,38.78,23.2216
AC-017,218,0.0014,0.0005,100.0,642.69,1593.94,1409.23,553.28,2388.11,9095.79,47.56,521.72,8174.14,8.452,392,39.1,23.2116
AC-017,219,-0.0006,0.0004,100.0,642.67,1588.2,1409.23,553.24,2388.06,9108.83,47.36,521.73,8179.1,8.4623,394,38.83,23.2798
AC-017,220,-0.001,-0.0004,100.0,642.43,1593.96,1410.74,553.1,2388.06,9101.47,47.39,521.32,8177.87,8.4338,394,38.9,23.2437
AC-017,221,-0.0023,-0.0002,100.0,642.68,1589.89,1406.92,553.29,2388.05,9101.35,47.69,521.19,8179.79,8.4421,393,38.76,23.3312
AC-017,222,-0.0014,0.0003,100.0,643.3,1600.94,1406.96,553.75,2388.07,9103.45,47.67,521.29,8177.6,8.4565,394,38.82,23.1434
AC-017,223,0.0008,0.0002,100.0,642.79,1585.32,1409.63,553.95,2388.05,9102.63,47.42,521.24,8177.14,8.4683,393,38.85,23.3197
AC-017,224,-0.004,0.0003,100.0,643.04,1594.78,1410.57,553.04,2388.11,9102.49,47.58,521.56,8178.81,8.4641,395,38.71,23.1333
AC-017,225,0.001,-0.0004,100.0,643.68,1594.64,1409.17,552.61,2388.02,9102.69,47.58,521.44,8185.75,8.454,394,38.76,23.178
AC-017,226,-0.0024,0.0001,100.0,643.19,1587.67,1413.49,553.03,2388.1,9110.93,47.64,520.9,8182.49,8.4153,395,38.93,23.2297
AC-017,227,0.0001,0.0001,100.0,642.66,1591.11,1410.2,553.52,2388.07,9106.13,47.64,520.98,8180.42,8.4643,395,38.91,23.312
AC-017,228,-0.0017,-0.0002,100.0,643.11,1588.27,1411.02,553.32,2388.08,9106.85,47.49,521.41,8186.55,8.4544,395,38.81,23.2811
AC-017,229,-0.0021,0.0004,100.0,642.91,1591.13,1413.03,553.83,2388.08,9101.28,47.57,521.04,8176.37,8.4469,394,38.77,23.2396
AC-017,230,-0.0017,-0.0002,100.0,643.1,1590.1,1411.74,553.68,2388.13,9118.46,47.53,520.89,8185.48,8.4554,394,38.79,23.1847
AC-017,231,0.0016,-0.0,100.0,642.78,1597.89,1418.15,552.86,2388.07,9113.15,47.61,520.97,8177.5,8.4632,395,38.82,23.234
AC-017,232,0.0027,0.0004,100.0,643.1,1591.59,1415.25,552.91,2388.08,9111.2,47.49,521.06,8180.43,8.4124,395,38.59,23.1387
AC-017,233,-0.0005,-0.0004,100.0,643.03,1595.48,1409.53,552.87,2388.08,9115.85,47.65,521.09,8182.18,8.4475,396,38.8,23.1826
AC-017,234,-0.0006,0.0001,100.0,642.82,1590.95,1417.87,552.88,2388.09,9113.78,47.45,521.15,8189.65,8.4235,395,38.75,23.1886
AC-017,235,-0.0008,0.0003,100.0,643.22,1595.63,1407.83,552.42,2388.09,9113.73,47.66,521.34,8188.31,8.4754,395,38.78,23.2613
AC-017,236,0.0026,0.0004,100.0,642.95,1600.4,1417.09,553.32,2388.08,9115.0,47.76,520.7,8188.48,8.4505,394,38.75,23.1692
AC-017,237,0.0014,0.0003,100.0,642.46,1592.09,1408.25,552.89,2388.05,9121.11,47.61,521.0,8187.39,8.4465,395,38.69,23.2524
AC-017,238,-0.0027,0.0001,100.0,643.0,1593.94,1418.85,553.18,2388.11,9122.28,47.67,521.37,8190.03,8.4623,395,38.68,23.1945
AC-017,239,-0.0002,-0.0001,100.0,642.56,1600.14,1422.99,552.88,2388.11,9120.69,47.75,521.23,8195.0,8.4775,395,38.6,23.256
AC-017,240,-0.0009,-0.0004,100.0,643.17,1597.82,1418.71,553.42,2388.02,9117.44,47.67,520.91,8188.03,8.4616,394,38.79,23.2331
AC-017,241,0.0005,0.0001,100.0,642.96,1595.09,1415.02,553.21,2388.15,9124.95,47.65,521.59,8190.96,8.4388,395,38.89,23.1517
AC-017,242,-0.0008,-0.0002,100.0,643.41,1596.72,1419.3,552.89,2388.11,9122.21,47.66,521.08,8194.79,8.4488,395,38.66,23.2495
AC-017,243,-0.0038,0.0003,100.0,643.47,1595.79,1414.03,553.1,2388.07,9120.7,47.74,520.96,8194.29,8.459,395,38.72,23.1161
AC-017,244,-0.0011,-0.0002,100.0,643.05,1595.27,1422.37,552.84,2388.1,9130.58,47.65,521.24,8191.39,8.4635,396,38.74,23.2356
AC-017,245,-0.0003,-0.0001,100.0,643.37,1595.23,1411.52,553.29,2388.05,9130.57,47.9,521.01,8194.35,8.4702,392,38.51,23.1402
AC-017,246,-0.0022,0.0001,100.0,642.62,1597.58,1419.6,552.84,2388.13,9134.62,47.66,520.75,8194.51,8.4397,393,38.74,23.2464
AC-017,247,0.001,-0.0003,100.0,643.13,1597.55,1416.46,553.0,2388.11,9132.09,47.73,521.03,8194.09,8.4916,395,38.64,23.17
AC-017,248,-0.0004,0.0003,100.0,642.72,1601.33,1412.8,553.08,2388.06,9130.51,47.82,520.56,8198.92,8.4594,395,38.65,23.1999
AC-017,249,-0.006,-0.0003,100.0,643.05,1586.19,1421.61,552.98,2388.09,9128.99,47.96,521.15,8205.17,8.4987,392,38.79,23.1289
AC-017,250,-0.0013,-0.0004,100.0,643.21,1595.47,1415.21,552.59,2388.13,9129.91,47.69,520.53,8199.63,8.4429,396,38.72,23.1109
AC-017,251,-0.0007,0.0001,100.0,643.13,1592.38,1415.08,551.48,2388.16,9135.53,47.9,521.21,8201.06,8.4902,395,38.58,23.1594
AC-017,252,0.0015,-0.0001,100.0,642.91,1594.24,1414.83,552.46,2388.11,9133.97,47.71,520.57,8202.06,8.4695,394,38.64,23.1611
AC-017,253,0.0001,0.0004,100.0,643.22,1595.99,1418.95,552.99,2388.08,9131.17,47.79,520.9,8201.95,8.4669,396,38.5,23.1701
AC-017,254,-0.0,0.0004,100.0,643.01,1596.56,1421.67,552.55,2388.06,9141.4,47.78,520.68,8205.01,8.4561,396,38.49,23.1806
AC-017,255,0.001,-0.0,100.0,643.06,1593.97,1421.43,552.41,2388.09,9136.55,47.9,520.42,8208.51,8.4853,395,38.56,23.1941
AC-017,256,-0.0021,-0.0002,100.0,643.2,1605.95,1421.93,553.17,2388.12,9143.08,47.88,520.53,8208.09,8.5161,396,38.52,23.1985
AC-017,257,0.0012,0.0004,100.0,644.09,1594.72,1419.53,552.62,2388.16,9142.44,47.85,520.7,8206.35,8.4991,395,38.47,23.1453
AC-017,258,0.0017,-0.0,100.0,643.68,1602.79,1415.0,552.67,2388.1,9143.56,48.03,520.97,8211.55,8.4594,396,38.68,23.1426
AC-017,259,-0.0027,0.0002,100.0,643.27,1595.62,1428.3,552.52,2388.11,9144.67,47.95,520.84,8209.68,8.4921,395,38.38,23.125
AC-017,260,-0.0012,0.0003,100.0,643.17,1599.31,1428.94,552.38,2388.14,9143.72,47.89,520.63,8214.79,8.5113,396,38.59,23.0846
AC-017,261,0.0031,-0.0004,100.0,643.87,1596.92,1421.2,552.01,2388.07,9144.18,47.87,520.61,8212.81,8.4809,397,38.58,22.9783
AC-017,262,-0.0012,-0.0001,100.0,643.28,1597.94,1418.06,552.13,2388.07,9151.57,47.95,519.98,8214.79,8.4567,397,38.42,23.0853
AC-017,263,0.0006,0.0004,100.0,643.65,1601.45,1416.22,551.81,2388.15,9152.72,48.16,520.57,8215.01,8.4526,395,38.59,23.0641
AC-017,264,-0.003,-0.0004,100.0,643.62,1599.98,1427.41,552.61,2388.16,9159.03,47.89,520.74,8222.0,8.4746,396,38.53,23.1302
AC-017,265,-0.0001,-0.0004,100.0,643.64,1593.34,1429.2,552.59,2388.13,9162.76,47.88,520.83,8224.72,8.4977,396,38.48,23.1248
AC-017,266,0.002,0.0002,100.0,643.81,1601.24,1427.81,551.47,2388.17,9162.87,47.98,520.13,8218.51,8.4876,396,38.65,23.0748
AC-017,267,0.0031,0.0004,100.0,643.51,1608.86,1421.63,551.75,2388.1,9151.9,47.93,520.84,8215.02,8.5067,396,38.44,23.1876
AC-017,268,-0.002,0.0004,100.0,643.17,1603.62,1430.58,550.88,2388.15,9159.69,47.91,520.16,8219.37,8.54,396,38.34,23.091
AC-017,269,0.0026,-0.0002,100.0,643.73,1602.28,1430.87,552.2,2388.18,9162.15,48.14,520.54,8226.28,8.4907,397,38.49,23.0103
AC-017,270,0.0017,0.0,100.0,643.33,1602.5,1424.06,552.19,2388.15,9171.89,47.93,520.24,8227.5,8.5155,396,38.44,23.1338
AC-017,271,0.0025,0.0002,100.0,643.55,1608.55,1433.02,552.18,2388.15,9175.55,48.09,520.52,8228.0,8.4998,397,38.44,23.0751
AC-017,272,-0.0014,0.0002,100.0,643.13,1605.43,1422.78,552.13,2388.17,9167.31,48.2,520.08,8228.6,8.5318,395,38.32,23.0667
AC-017,273,0.0031,0.0004,100.0,643.71,1602.12,1422.72,552.04,2388.14,9177.53,48.23,520.09,8231.94,8.5549,397,38.44,23.1137
AC-017,274,-0.0018,0.0,100.0,643.58,1599.44,1420.47,551.96,2388.2,9172.47,48.09,519.77,8232.28,8.5197,397,38.52,23.0759
AC-017,275,-0.0003,0.0005,100.0,644.0,1601.52,1430.48,551.4,2388.13,9178.28,47.97,519.26,8229.73,8.5472,398,38.52,23.0818
AC-017,276,-0.0006,-0.0004,100.0,643.97,1599.82,1432.46,551.51,2388.14,9172.75,48.06,520.22,8238.26,8.5171,397,38.5,23.0517
AC-018,1,-0.0016,0.0005,100.0,642.49,1582.95,1401.6,554.59,2387.95,9061.3,47.19,521.41,8142.8,8.3861,393,39.06,23.4234
AC-018,2,-0.0006,0.0004,100.0,642.21,1589.39,1397.98,554.17,2388.01,9060.63,47.29,522.5,8137.05,8.3788,391,39.04,23.5772
AC-018,3,0.0029,0.0002,100.0,642.4,1590.51,1399.79,554.8,2388.04,9068.03,47.3,521.75,8142.88,8.4153,390,39.06,23.445
AC-018,4,0.0071,-0.0,100.0,642.28,1577.34,1393.92,553.56,2388.04,9051.6,47.29,521.63,8139.74,8.3789,391,39.18,23.352
AC-018,5,0.0003,-0.0001,100.0,641.48,1585.59,1398.89,554.49,2388.03,9055.62,47.22,522.25,8145.87,8.3908,392,38.8,23.3086
AC-018,6,0.0011,-0.0002,100.0,641.86,1579.69,1403.8,554.48,2388.03,9055.43,47.31,522.63,8145.33,8.4012,393,38.97,23.3929
AC-018,7,-0.0001,0.0005,100.0,641.58,1584.09,1389.32,554.23,2388.01,9053.68,47.14,522.27,8151.27,8.4312,392,38.82,23.5667
AC-018,8,0.0017,-0.0004,100.0,642.2,1580.01,1396.59,554.63,2388.03,9060.91,47.26,522.65,8139.75,8.3996,392,38.96,23.4563
AC-018,9,0.0044,0.0005,100.0,641.96,1588.77,1401.73,554.35,2388.01,9060.59,47.19,522.31,8138.58,8.4192,392,38.98,23.4342
AC-018,10,-0.0034,0.0002,100.0,642.23,1584.24,1399.28,554.08,2388.01,9062.26,47.29,521.92,8136.89,8.3727,391,38.73,23.426
AC-018,11,-0.0001,-0.0001,100.0,642.42,1579.74,1401.23,554.04,2388.06,9053.06,47.37,522.23,8146.92,8.415,392,39.05,23.3028
AC-018,12,0.0005,-0.0003,100.0,642.28,1583.42,1397.06,553.72,2388.03,9063.68,47.21,522.25,8145.6,8.3509,393,39.0,23.4172
AC-018,13,-0.0025,0.0004,100.0,642.49,1590.54,1399.01,554.54,2387.95,9060.16,47.15,522.16,8142.49,8.3868,391,38.93,23.3905
AC-018,14,0.0003,-0.0001,100.0,641.74,1582.73,1395.77,554.42,2388.03,9056.56,47.24,522.19,8141.01,8.4477,392,39.18,23.4389
AC-018,15,-0.0021,-0.0004,100.0,642.25,1579.36,1393.54,554.83,2387.96,9058.21,47.18,521.83,8148.24,8.3826,392,39.08,23.4616
AC-018,16,0.0003,0.0002,100.0,641.9,1581.77,1402.19,554.45,2388.02,9061.22,47.38,522.01,8138.28,8.4036,392,39.04,23.3818
AC-018,17,-0.0034,-0.0002,100.0,641.87,1578.41,1405.99,554.0,2387.98,9064.13,47.3,522.51,8142.71,8.3841,391,39.12,23.4297
AC-018,18,-0.0005,0.0005,100.0,642.14,1583.75,1397.2,554.01,2387.96,9063.58,47.26,522.31,8144.62,8.3987,392,38.77,23.3747
AC-018,19,0.0003,-0.0004,100.0,641.89,1579.43,1394.13,555.27,2388.0,9060.08,47.3,522.19,8139.11,8.4198,392,39.18,23.3372
AC-018,20,0.0027,-0.0001,100.0,642.12,1587.86,1400.58,554.46,2388.07,9062.96,47.2,521.79,8137.33,8.4425,392,38.99,23.2882
AC-018,21,0.0024,-0.0002,100.0,642.08,1580.09,1400.02,554.87,2387.98,9061.76,47.17,522.17,8143.89,8.3911,392,39.14,23.437
AC-018,22,0.0022,0.0004,100.0,641.98,1586.02,1398.5,554.14,2387.98,9054.75,47.25,522.53,8137.53,8.3932,392,39.23,23.3562
AC-018,23,0.0022,-0.0,100.0,642.73,1583.22,1405.06,554.78,2388.01,9062.06,47.2,522.26,8151.99,8.4113,394,38.96,23.4336
AC-018,24,0.0013,0.0005,100.0,642.08,1580.53,1397.51,554.78,2388.04,9058.98,47.28,522.47,8144.71,8.3805,392,39.0,23.4425
AC-018,25,0.0,0.0003,100.0,642.23,1589.57,1398.44,554.62,2388.05,9054.33,47.16,522.5,8145.67,8.3688,392,39.14,23.3008
AC-018,26,0.0015,0.0002,100.0,642.57,1585.89,1394.98,555.0,2387.99,9054.42,47.23,522.54,8140.78,8.3995,392,39.07,23.4793
AC-018,27,0.0036,-0.0004,100.0,642.25,1594.33,1400.33,554.76,2388.07,9066.59,47.13,521.93,8141.69,8.3913,392,38.99,23.3715
AC-018,28,-0.0007,0.0003,100.0,642.16,1580.08,1399.53,554.54,2388.02,9057.5,47.21,522.04,8144.22,8.3794,390,38.83,23.4025
AC-018,29,-0.0018,-0.0003,100.0,642.41,1585.02,1394.96,554.63,2388.06,9058.31,47.16,522.43,8140.65,8.3925,392,38.87,23.3274
AC-018,30,0.0014,-0.0001,100.0,642.0,1588.57,1395.56,554.9,2388.04,9056.76,47.2,522.37,8139.62,8.3905,392,39.18,23.3546
AC-018,31,0.0004,-0.0001,100.0,642.1,1592.26,1404.1,554.16,2387.99,9052.97,47.17,522.32,8140.64,8.4052,391,39.1,23.4109
AC-018,32,0.0035,-0.0002,100.0,641.98,1580.23,1394.26,554.44,2388.04,9059.76,47.18,522.64,8140.52,8.409,392,39.0,23.4597
AC-018,33,0.0002,-0.0001,100.0,642.31,1580.6,1401.18,554.88,2388.01,9055.06,47.3,522.68,8144.26,8.3906,391,39.02,23.3475
AC-018,34,0.0001,0.0004,100.0,642.33,1583.0,1399.97,554.43,2388.0,9060.25,47.05,521.79,8146.61,8.3703,392,39.11,23.3317
AC-018,35,-0.002,0.0004,100.0,642.47,1584.89,1394.36,554.48,2387.99,9060.66,47.18,522.44,8147.2,8.4074,391,38.84,23.398
AC-018,36,0.0004,0.0005,100.0,642.06,1590.71,1399.61,553.99,2387.98,9065.7,47.23,522.56,8140.15,8.4054,393,39.09,23.2457
AC-018,37,-0.0033,0.0005,100.0,642.28,1587.03,1392.82,554.76,2388.01,9058.88,47.29,522.06,8143.42,8.4062,392,38.94,23.486
AC-018,38,-0.0006,-0.0004,100.0,642.4,1584.49,1407.5,554.47,2388.08,9055.89,47.17,522.46,8145.2,8.3683,390,39.13,23.4201
AC-018,39,0.0009,-0.0002,100.0,642.73,1586.56,1404.8,554.24,2388.03,9068.33,47.36,521.72,8140.06,8.401,391,39.13,23.4609
AC-018,40,-0.0007,0.0003,100.0,642.39,1586.54,1402.17,554.34,2388.04,9052.82,47.24,522.56,8145.6,8.4039,392,39.04,23.5294
AC-018,41,-0.0006,-0.0003,100.0,642.56,1582.41,1403.69,553.68,2388.01,9057.96,47.36,522.55,8144.18,8.3846,392,39.04,23.3992
AC-018,42,0.0033,-0.0005,100.0,642.02,1580.17,1391.59,554.32,2388.02,9061.08,47.29,522.36,8144.16,8.3874,392,39.13,23.4594
AC-018,43,-0.0016,0.0002,100.0,641.34,1584.5,1396.26,553.72,2388.03,9055.69,47.02,522.43,8139.6,8.4054,393,39.09,23.3709
AC-018,44,0.0008,0.0004,100.0,642.36,1589.34,1399.81,554.45,2388.01,9058.83,47.32,523.2,8141.04,8.4213,394,38.95,23.3803
AC-018,45,0.0017,-0.0003,100.0,642.12,1581.15,1397.54,554.12,2388.07,9060.09,47.26,522.77,8142.67,8.4157,394,38.96,23.3931
AC-018,46,0.0027,0.0001,100.0,642.28,1582.73,1404.38,554.6,2388.0,9065.97,47.38,522.16,8138.26,8.4102,392,39.03,23.4673
AC-018,47,0.0017,0.0001,100.0,642.38,1586.87,1395.33,553.6,2388.06,9059.82,47.32,522.54,8142.39,8.4264,392,39.02,23.486
AC-018,48,0.0009,0.0001,100.0,642.44,1587.51,1406.53,554.48,2388.06,9063.21,47.08,522.56,8145.27,8.3754,393,39.01,23.3508
AC-018,49,0.0023,-0.0002,100.0,642.13,1582.46,1406.51,554.26,2388.01,9052.81,47.09,522.01,8142.02,8.42,392,38.95,23.4727
AC-018,50,0.0006,0.0,100.0,642.01,1586.29,1389.54,554.24,2387.97,9062.96,47.15,522.14,8145.02,8.3921,392,39.12,23.4438
AC-018,51,0.0017,-0.0,100.0,642.62,1579.97,1394.35,554.7,2388.02,9061.0,47.21,522.25,8143.79,8.4246,392,38.98,23.4403
AC-018,52,-0.0006,-0.0002,100.0,641.76,1585.96,1395.27,554.05,2388.01,9051.44,47.22,522.25,8146.1,8.4201,391,38.95,23.4214
AC-018,53,0.0,0.0001,100.0,642.21,1584.77,1397.47,553.82,2388.0,9066.81,47.36,522.72,8141.1,8.4039,391,39.06,23.4062
AC-018,54,-0.0024,0.0005,100.0,642.22,1585.77,1395.13,554.6,2388.01,9055.78,47.29,521.85,8143.16,8.3783,391,38.94,23.4104
AC-018,55,0.0001,0.0003,100.0,642.29,1576.47,1397.52,554.18,2388.12,9066.42,47.23,522.28,8146.94,8.387,392,38.95,23.3158
AC-018,56,-0.0003,-0.0001,100.0,642.01,1581.79,1400.68,554.38,2388.01,9056.36,47.15,522.05,8144.91,8.36,392,39.12,23.3274
AC-018,57,-0.0033,0.0003,100.0,642.32,1583.13,1402.57,554.41,2387.97,9065.29,47.33,522.37,8140.55,8.3994,393,39.06,23.3882
AC-018,58,-0.0041,-0.0001,100.0,641.86,1584.65,1398.06,553.89,2388.04,9055.44,47.28,522.52,8141.41,8.4098,390,38.98,23.3903
AC-018,59,0.0032,-0.0002,100.0,641.95,1583.05,1399.84,554.36,2388.07,9063.78,47.32,522.41,8146.99,8.442,391,38.98,23.4238
AC-018,60,-0.0029,-0.0002,100.0,642.7,1584.03,1394.72,554.7,2387.96,9069.12,47.25,522.28,8146.88,8.4094,393,38.92,23.348
AC-018,61,0.0002,-0.0003,100.0,641.99,1592.63,1403.36,554.64,2387.99,9066.86,47.32,522.03,8138.71,8.4013,392,39.03,23.3724
AC-018,62,0.0011,-0.0,100.0,642.52,1584.72,1396.77,554.17,2388.03,9063.6,47.14,521.77,8144.58,8.3968,390,38.93,23.3002
AC-018,63,-0.0024,-0.0003,100.0,641.91,1581.59,1397.66,553.58,2388.04,9062.67,47.34,522.27,8144.19,8.3693,392,39.16,23.516
AC-018,64,0.0041,-0.0001,100.0,642.2,1588.24,1406.35,554.35,2387.98,9061.77,47.19,522.04,8143.95,8.3938,393,39.0,23.3359
AC-018,65,-0.0006,0.0003,100.0,641.92,1592.11,1400.88,554.17,2388.05,9058.98,47.21,522.08,8142.42,8.3843,393,38.91,23.4608
AC-018,66,0.0014,0.0001,100.0,641.96,1586.68,1399.45,554.28,2387.99,9059.04,47.25,522.12,8144.55,8.4302,392,39.13,23.3676
AC-018,67,0.0029,-0.0004,100.0,642.16,1588.45,1401.89,553.96,2387.99,9063.93,47.12,521.9,8151.83,8.4307,391,38.97,23.3735
AC-018,68,-0.0053,-0.0004,100.0,642.05,1589.56,1400.97,554.17,2387.98,9064.48,47.37,522.23,8143.85,8.4359,392,39.01,23.4621
AC-018,69,0.0001,-0.0002,100.0,641.91,1581.06,1400.12,554.35,2388.03,9062.0,47.12,522.38,8144.66,8.4231,391,38.91,23.4357
AC-018,70,-0.0008,0.0004,100.0,641.9,1588.15,1403.54,554.31,2388.02,9071.02,47.07,521.73,8144.13,8.3974,392,38.76,23.3067
AC-018,71,-0.0032,-0.0003,100.0,642.1,1584.7,1400.82,553.87,2388.06,9067.44,47.16,522.34,8142.78,8.3866,392,38.96,23.3137
AC-018,72,-0.0015,-0.0,100.0,642.24,1584.34,1391.78,554.78,2388.0,9061.3,47.15,522.43,8147.88,8.4192,391,39.22,23.4116
AC-018,73,0.0007,0.0,100.0,641.97,1577.0,1391.66,554.74,2387.98,9059.19,47.35,521.82,8143.6,8.3926,391,39.09,23.4302
AC-018,74,-0.0033,0.0001,100.0,642.1,1584.06,1395.07,554.56,2388.03,9066.5,47.24,522.17,8147.08,8.3808,392,39.05,23.3216
AC-018,75,0.0003,0.0004,100.0,642.43,1576.32,1398.36,553.26,2388.05,9065.06,47.25,522.26,8145.77,8.3971,392,39.13,23.3983
AC-018,76,-0.0014,0.0,100.0,641.89,1586.03,1397.41,554.11,2388.02,9066.66,47.29,521.88,8150.18,8.363,393,38.89,23.2577
AC-018,77,0.0019,-0.0002,100.0,642.5,1583.75,1393.92,554.86,2387.99,9062.99,47.19,522.18,8143.06,8.3599,392,39.0,23.3231
AC-018,78,0.0001,-0.0005,100.0,642.12,1584.6,1400.5,553.98,2388.06,9062.32,47.23,522.25,8143.12,8.3759,392,39.01,23.3331
AC-018,79,0.0016,0.0002,100.0,642.17,1579.53,1399.94,554.66,2388.01,9069.09,47.36,522.02,8147.75,8.3849,391,39.13,23.3346
