asset_id,cycle,component,health_score_proxy,risk_score_proxy,degradation_state_proxy,remaining_useful_life,failure_within_30_cycles
AC-017,199,engine_hpc,0.279,0.52,degraded,77,0
AC-017,200,engine_hpc,0.275,0.525,degraded,76,0
AC-017,201,engine_hpc,0.272,0.53,degraded,75,0
AC-017,202,engine_hpc,0.268,0.536,degraded,74,0
AC-017,203,engine_hpc,0.264,0.541,degraded,73,0
AC-017,204,engine_hpc,0.261,0.546,degraded,72,0
AC-017,205,engine_hpc,0.257,0.552,degraded,71,0
AC-017,206,engine_hpc,0.254,0.557,degraded,70,0
AC-017,207,engine_hpc,0.25,0.562,degraded,69,0
AC-017,208,engine_hpc,0.246,0.568,degraded,68,0
AC-017,209,engine_hpc,0.243,0.573,degraded,67,0
AC-017,210,engine_hpc,0.239,0.579,degraded,66,0
AC-017,211,engine_hpc,0.236,0.584,degraded,65,0
AC-017,212,engine_hpc,0.232,0.59,degraded,64,0
AC-017,213,engine_hpc,0.228,0.596,degraded,63,0
AC-017,214,engine_hpc,0.225,0.601,degraded,62,0
AC-017,215,engine_hpc,0.221,0.607,degraded,61,0
AC-017,216,engine_hpc,0.217,0.612,degraded,60,0
AC-017,217,engine_hpc,0.214,0.618,degraded,59,0
AC-017,218,engine_hpc,0.21,0.624,degraded,58,0
AC-017,219,engine_hpc,0.207,0.63,degraded,57,0
AC-017,220,engine_hpc,0.203,0.635,degraded,56,0
AC-017,221,engine_hpc,0.199,0.641,degraded,55,0
AC-017,222,engine_hpc,0.196,0.647,degraded,54,0
AC-017,223,engine_hpc,0.192,0.653,degraded,53,0
AC-017,224,engine_hpc,0.188,0.659,degraded,52,0
AC-017,225,engine_hpc,0.185,0.665,degraded,51,0
AC-017,226,engine_hpc,0.181,0.67,degraded,50,0
AC-017,227,engine_hpc,0.178,0.676,degraded,49,0
AC-017,228,engine_hpc,0.174,0.682,degraded,48,0
AC-017,229,engine_hpc,0.17,0.688,degraded,47,0
AC-017,230,engine_hpc,0.167,0.694,degraded,46,0
AC-017,231,engine_hpc,0.163,0.7,degraded,45,0
AC-017,232,engine_hpc,0.159,0.707,degraded,44,0
AC-017,233,engine_hpc,0.156,0.713,degraded,43,0
AC-017,234,engine_hpc,0.152,0.719,degraded,42,0
AC-017,235,engine_hpc,0.149,0.725,severe,41,0
AC-017,236,engine_hpc,0.145,0.731,severe,40,0
AC-017,237,engine_hpc,0.141,0.737,severe,39,0
AC-017,238,engine_hpc,0.138,0.744,severe,38,0
AC-017,239,engine_hpc,0.134,0.75,severe,37,0
AC-017,240,engine_hpc,0.13,0.756,severe,36,0
AC-017,241,engine_hpc,0.127,0.762,severe,35,0
AC-017,242,engine_hpc,0.123,0.769,severe,34,0
AC-017,243,engine_hpc,0.12,0.775,severe,33,0
AC-017,244,engine_hpc,0.116,0.782,severe,32,0
AC-017,245,engine_hpc,0.112,0.788,severe,31,0
AC-017,246,engine_hpc,0.109,0.794,severe,30,1
AC-017,247,engine_hpc,0.105,0.801,severe,29,1
AC-017,248,engine_hpc,0.101,0.807,severe,28,1
AC-017,249,engine_hpc,0.098,0.814,severe,27,1
AC-017,250,engine_hpc,0.094,0.82,severe,26,1
AC-017,251,engine_hpc,0.091,0.827,severe,25,1
AC-017,252,engine_hpc,0.087,0.834,severe,24,1
AC-017,253,engine_hpc,0.083,0.84,severe,23,1
AC-017,254,engine_hpc,0.08,0.847,severe,22,1
AC-017,255,engine_hpc,0.076,0.854,severe,21,1
AC-017,256,engine_hpc,0.072,0.86,severe,20,1
AC-017,257,engine_hpc,0.069,0.867,severe,19,1
AC-017,258,engine_hpc,0.065,0.874,severe,18,1
AC-017,259,engine_hpc,0.062,0.881,severe,17,1
AC-017,260,engine_hpc,0.058,0.887,severe,16,1
AC-017,261,engine_hpc,0.054,0.894,severe,15,1
AC-017,262,engine_hpc,0.051,0.901,severe,14,1
AC-017,263,engine_hpc,0.047,0.908,severe,13,1
AC-017,264,engine_hpc,0.043,0.915,severe,12,1
AC-017,265,engine_hpc,0.04,0.922,severe,11,1
AC-017,266,engine_hpc,0.036,0.929,severe,10,1
AC-017,267,engine_hpc,0.033,0.936,severe,9,1
AC-017,268,engine_hpc,0.029,0.943,severe,8,1
AC-017,269,engine_hpc,0.025,0.95,severe,7,1
AC-017,270,engine_hpc,0.022,0.957,severe,6,1
AC-017,271,engine_hpc,0.018,0.964,severe,5,1
AC-017,272,engine_hpc,0.014,0.971,severe,4,1
AC-017,273,engine_hpc,0.011,0.978,severe,3,1
AC-017,274,engine_hpc,0.007,0.986,severe,2,1
AC-017,275,engine_hpc,0.004,0.993,severe,1,1
AC-017,276,engine_hpc,0.0,1.0,severe,0,1
AC-018,1,engine_hpc,0.995,0.0,healthy,194,0
AC-018,2,engine_hpc,0.99,0.0,healthy,193,0
AC-018,3,engine_hpc,0.985,0.0,healthy,192,0
AC-018,4,engine_hpc,0.979,0.0,healthy,191,0
AC-018,5,engine_hpc,0.974,0.001,healthy,190,0
AC-018,6,engine_hpc,0.969,0.001,healthy,189,0
AC-018,7,engine_hpc,0.964,0.001,healthy,188,0
AC-018,8,engine_hpc,0.959,0.002,healthy,187,0
AC-018,9,engine_hpc,0.954,0.002,healthy,186,0
AC-018,10,engine_hpc,0.949,0.003,healthy,185,0
AC-018,11,engine_hpc,0.944,0.003,healthy,184,0
AC-018,12,engine_hpc,0.938,0.004,healthy,183,0
AC-018,13,engine_hpc,0.933,0.004,healthy,182,0
AC-018,14,engine_hpc,0.928,0.005,healthy,181,0
AC-018,15,engine_hpc,0.923,0.006,healthy,180,0
AC-018,16,engine_hpc,0.918,0.007,healthy,179,0
AC-018,17,engine_hpc,0.913,0.008,healthy,178,0
AC-018,18,engine_hpc,0.908,0.009,healthy,177,0
AC-018,19,engine_hpc,0.903,0.009,healthy,176,0
AC-018,20,engine_hpc,0.897,0.011,healthy,175,0
AC-018,21,engine_hpc,0.892,0.012,healthy,174,0
AC-018,22,engine_hpc,0.887,0.013,healthy,173,0
AC-018,23,engine_hpc,0.882,0.014,healthy,172,0
AC-018,24,engine_hpc,0.877,0.015,healthy,171,0
AC-018,25,engine_hpc,0.872,0.016,healthy,170,0
AC-018,26,engine_hpc,0.867,0.018,healthy,169,0
AC-018,27,engine_hpc,0.862,0.019,healthy,168,0
AC-018,28,engine_hpc,0.856,0.021,healthy,167,0
AC-018,29,engine_hpc,0.851,0.022,healthy,166,0
AC-018,30,engine_hpc,0.846,0.024,healthy,165,0
AC-018,31,engine_hpc,0.841,0.025,healthy,164,0
AC-018,32,engine_hpc,0.836,0.027,healthy,163,0
AC-018,33,engine_hpc,0.831,0.029,healthy,162,0
AC-018,34,engine_hpc,0.826,0.03,healthy,161,0
AC-018,35,engine_hpc,0.821,0.032,healthy,160,0
AC-018,36,engine_hpc,0.815,0.034,healthy,159,0
AC-018,37,engine_hpc,0.81,0.036,healthy,158,0
AC-018,38,engine_hpc,0.805,0.038,healthy,157,0
AC-018,39,engine_hpc,0.8,0.04,healthy,156,0
AC-018,40,engine_hpc,0.795,0.042,healthy,155,0
AC-018,41,engine_hpc,0.79,0.044,healthy,154,0
AC-018,42,engine_hpc,0.785,0.046,healthy,153,0
AC-018,43,engine_hpc,0.779,0.049,healthy,152,0
AC-018,44,engine_hpc,0.774,0.051,healthy,151,0
AC-018,45,engine_hpc,0.769,0.053,healthy,150,0
AC-018,46,engine_hpc,0.764,0.056,healthy,149,0
AC-018,47,engine_hpc,0.759,0.058,healthy,148,0
AC-018,48,engine_hpc,0.754,0.061,healthy,147,0
AC-018,49,engine_hpc,0.749,0.063,healthy,146,0
AC-018,50,engine_hpc,0.744,0.066,healthy,145,0
AC-018,51,engine_hpc,0.738,0.068,healthy,144,0
AC-018,52,engine_hpc,0.733,0.071,healthy,143,0
AC-018,53,engine_hpc,0.728,0.074,healthy,142,0
AC-018,54,engine_hpc,0.723,0.077,healthy,141,0
AC-018,55,engine_hpc,0.718,0.08,healthy,140,0
AC-018,56,engine_hpc,0.713,0.082,healthy,139,0
AC-018,57,engine_hpc,0.708,0.085,healthy,138,0
AC-018,58,engine_hpc,0.703,0.088,healthy,137,0
AC-018,59,engine_hpc,0.697,0.092,healthy,136,0
AC-018,60,engine_hpc,0.692,0.095,healthy,135,0
AC-018,61,engine_hpc,0.687,0.098,healthy,134,0
AC-018,62,engine_hpc,0.682,0.101,healthy,133,0
AC-018,63,engine_hpc,0.677,0.104,healthy,132,0
AC-018,64,engine_hpc,0.672,0.108,healthy,131,0
AC-018,65,engine_hpc,0.667,0.111,healthy,130,0
AC-018,66,engine_hpc,0.662,0.115,healthy,129,0
AC-018,67,engine_hpc,0.656,0.118,healthy,128,0
AC-018,68,engine_hpc,0.651,0.122,healthy,127,0
AC-018,69,engine_hpc,0.646,0.125,healthy,126,0
AC-018,70,engine_hpc,0.641,0.129,healthy,125,0
AC-018,71,engine_hpc,0.636,0.133,healthy,124,0
AC-018,72,engine_hpc,0.631,0.136,healthy,123,0
AC-018,73,engine_hpc,0.626,0.14,healthy,122,0
AC-018,74,engine_hpc,0.621,0.144,healthy,121,0
AC-018,75,engine_hpc,0.615,0.148,healthy,120,0
AC-018,76,engine_hpc,0.61,0.152,healthy,119,0
AC-018,77,engine_hpc,0.605,0.156,healthy,118,0
AC-018,78,engine_hpc,0.6,0.16,healthy,117,0
AC-018,79,engine_hpc,0.595,0.164,healthy,116,0
AC-018,80,engine_hpc,0.59,0.168,healthy,115,0
AC-018,81,engine_hpc,0.585,0.173,healthy,114,0
AC-018,82,engine_hpc,0.579,0.177,healthy,113,0
AC-018,83,engine_hpc,0.574,0.181,healthy,112,0
AC-018,84,engine_hpc,0.569,0.186,healthy,111,0
AC-018,85,engine_hpc,0.564,0.19,healthy,110,0
AC-018,86,engine_hpc,0.559,0.195,healthy,109,0
AC-018,87,engine_hpc,0.554,0.199,healthy,108,0
AC-018,88,engine_hpc,0.549,0.204,healthy,107,0
AC-018,89,engine_hpc,0.544,0.208,healthy,106,0
AC-018,90,engine_hpc,0.538,0.213,healthy,105,0
AC-018,91,engine_hpc,0.533,0.218,healthy,104,0
AC-018,92,engine_hpc,0.528,0.223,healthy,103,0
AC-018,93,engine_hpc,0.523,0.227,healthy,102,0
AC-018,94,engine_hpc,0.518,0.232,healthy,101,0
AC-018,95,engine_hpc,0.513,0.237,healthy,100,0
AC-018,96,engine_hpc,0.508,0.242,healthy,99,0
AC-018,97,engine_hpc,0.503,0.247,healthy,98,0
AC-018,98,engine_hpc,0.497,0.253,degraded,97,0
AC-018,99,engine_hpc,0.492,0.258,degraded,96,0
AC-018,100,engine_hpc,0.487,0.263,degraded,95,0
AC-018,101,engine_hpc,0.482,0.268,degraded,94,0
AC-018,102,engine_hpc,0.477,0.274,degraded,93,0
AC-018,103,engine_hpc,0.472,0.279,degraded,92,0
AC-018,104,engine_hpc,0.467,0.284,degraded,91,0
AC-018,105,engine_hpc,0.462,0.29,degraded,90,0
AC-018,106,engine_hpc,0.456,0.295,degraded,89,0
AC-018,107,engine_hpc,0.451,0.301,degraded,88,0
AC-018,108,engine_hpc,0.446,0.307,degraded,87,0
AC-018,109,engine_hpc,0.441,0.312,degraded,86,0
AC-018,110,engine_hpc,0.436,0.318,degraded,85,0
AC-018,111,engine_hpc,0.431,0.324,degraded,84,0
AC-018,112,engine_hpc,0.426,0.33,degraded,83,0
AC-018,113,engine_hpc,0.421,0.336,degraded,82,0
AC-018,114,engine_hpc,0.415,0.342,degraded,81,0
AC-018,115,engine_hpc,0.41,0.348,degraded,80,0
AC-018,116,engine_hpc,0.405,0.354,degraded,79,0
AC-018,117,engine_hpc,0.4,0.36,degraded,78,0
AC-018,118,engine_hpc,0.395,0.366,degraded,77,0
AC-018,119,engine_hpc,0.39,0.372,degraded,76,0
AC-018,120,engine_hpc,0.385,0.379,degraded,75,0
AC-018,121,engine_hpc,0.379,0.385,degraded,74,0
AC-018,122,engine_hpc,0.374,0.391,degraded,73,0
AC-018,123,engine_hpc,0.369,0.398,degraded,72,0
AC-018,124,engine_hpc,0.364,0.404,degraded,71,0
AC-018,125,engine_hpc,0.359,0.411,degraded,70,0
AC-018,126,engine_hpc,0.354,0.418,degraded,69,0
AC-018,127,engine_hpc,0.349,0.424,degraded,68,0
AC-018,128,engine_hpc,0.344,0.431,degraded,67,0
AC-018,129,engine_hpc,0.338,0.438,degraded,66,0
AC-018,130,engine_hpc,0.333,0.444,degraded,65,0
AC-018,131,engine_hpc,0.328,0.451,degraded,64,0
AC-018,132,engine_hpc,0.323,0.458,degraded,63,0
AC-018,133,engine_hpc,0.318,0.465,degraded,62,0
AC-018,134,engine_hpc,0.313,0.472,degraded,61,0
AC-018,135,engine_hpc,0.308,0.479,degraded,60,0
AC-018,136,engine_hpc,0.303,0.486,degraded,59,0
AC-018,137,engine_hpc,0.297,0.494,degraded,58,0
AC-018,138,engine_hpc,0.292,0.501,degraded,57,0
AC-018,139,engine_hpc,0.287,0.508,degraded,56,0
AC-018,140,engine_hpc,0.282,0.515,degraded,55,0
AC-018,141,engine_hpc,0.277,0.523,degraded,54,0
AC-018,142,engine_hpc,0.272,0.53,degraded,53,0
AC-018,143,engine_hpc,0.267,0.538,degraded,52,0
AC-018,144,engine_hpc,0.262,0.545,degraded,51,0
AC-018,145,engine_hpc,0.256,0.553,degraded,50,0
AC-018,146,engine_hpc,0.251,0.561,degraded,49,0
AC-018,147,engine_hpc,0.246,0.568,degraded,48,0
AC-018,148,engine_hpc,0.241,0.576,degraded,47,0
AC-018,149,engine_hpc,0.236,0.584,degraded,46,0
AC-018,150,engine_hpc,0.231,0.592,degraded,45,0
AC-018,151,engine_hpc,0.226,0.6,degraded,44,0
AC-018,152,engine_hpc,0.221,0.608,degraded,43,0
AC-018,153,engine_hpc,0.215,0.616,degraded,42,0
AC-018,154,engine_hpc,0.21,0.624,degraded,41,0
AC-018,155,engine_hpc,0.205,0.632,degraded,40,0
AC-018,156,engine_hpc,0.2,0.64,degraded,39,0
AC-018,157,engine_hpc,0.195,0.648,degraded,38,0
AC-018,158,engine_hpc,0.19,0.657,degraded,37,0
AC-018,159,engine_hpc,0.185,0.665,degraded,36,0
AC-018,160,engine_hpc,0.179,0.673,degraded,35,0
AC-018,161,engine_hpc,0.174,0.682,degraded,34,0
AC-018,162,engine_hpc,0.169,0.69,degraded,33,0
AC-018,163,engine_hpc,0.164,0.699,degraded,32,0
AC-018,164,engine_hpc,0.159,0.707,degraded,31,0
AC-018,165,engine_hpc,0.154,0.716,degraded,30,1
AC-018,166,engine_hpc,0.149,0.725,severe,29,1
AC-018,167,engine_hpc,0.144,0.733,severe,28,1
AC-018,168,engine_hpc,0.138,0.742,severe,27,1
AC-018,169,engine_hpc,0.133,0.751,severe,26,1
AC-018,170,engine_hpc,0.128,0.76,severe,25,1
AC-018,171,engine_hpc,0.123,0.769,severe,24,1
AC-018,172,engine_hpc,0.118,0.778,severe,23,1
AC-018,173,engine_hpc,0.113,0.787,severe,22,1
AC-018,174,engine_hpc,0.108,0.796,severe,21,1
AC-018,175,engine_hpc,0.103,0.805,severe,20,1
AC-018,176,engine_hpc,0.097,0.815,severe,19,1
AC-018,177,engine_hpc,0.092,0.824,severe,18,1
AC-018,178,engine_hpc,0.087,0.833,severe,17,1
AC-018,179,engine_hpc,0.082,0.843,severe,16,1
AC-018,180,engine_hpc,0.077,0.852,severe,15,1
AC-018,181,engine_hpc,0.072,0.862,severe,14,1
AC-018,182,engine_hpc,0.067,0.871,severe,13,1
AC-018,183,engine_hpc,0.062,0.881,severe,12,1
AC-018,184,engine_hpc,0.056,0.89,severe,11,1
AC-018,185,engine_hpc,0.051,0.9,severe,10,1
AC-018,186,engine_hpc,0.046,0.91,severe,9,1
AC-018,187,engine_hpc,0.041,0.92,severe,8,1
AC-018,188,engine_hpc,0.036,0.929,severe,7,1
AC-018,189,engine_hpc,0.031,0.939,severe,6,1
AC-018,190,engine_hpc,0.026,0.949,severe,5,1
AC-018,191,engine_hpc,0.021,0.959,severe,4,1
AC-018,192,engine_hpc,0.015,0.969,severe,3,1
AC-018,193,engine_hpc,0.01,0.98,severe,2,1
AC-018,194,engine_hpc,0.005,0.99,severe,1,1
AC-018,195,engine_hpc,0.0,1.0,severe,0,1
AC-021,1,engine_hpc,0.995,0.0,healthy,194,0
AC-021,2,engine_hpc,0.99,0.0,healthy,193,0
AC-021,3,engine_hpc,0.985,0.0,healthy,192,0
AC-021,4,engine_hpc,0.979,0.0,healthy,191,0
AC-021,5,engine_hpc,0.974,0.001,healthy,190,0
AC-021,6,engine_hpc,0.969,0.001,healthy,189,0
AC-021,7,engine_hpc,0.964,0.001,healthy,188,0
AC-021,8,engine_hpc,0.959,0.002,healthy,187,0
AC-021,9,engine_hpc,0.954,0.002,healthy,186,0
AC-021,10,engine_hpc,0.949,0.003,healthy,185,0
AC-021,11,engine_hpc,0.944,0.003,healthy,184,0
AC-021,12,engine_hpc,0.938,0.004,healthy,183,0
AC-021,13,engine_hpc,0.933,0.004,healthy,182,0
AC-021,14,engine_hpc,0.928,0.005,healthy,181,0
AC-021,15,engine_hpc,0.923,0.006,healthy,180,0
AC-021,16,engine_hpc,0.918,0.007,healthy,179,0
AC-021,17,engine_hpc,0.913,0.008,healthy,178,0
AC-021,18,engine_hpc,0.908,0.009,healthy,177,0
AC-021,19,engine_hpc,0.903,0.009,healthy,176,0
AC-021,20,engine_hpc,0.897,0.011,healthy,175,0
AC-021,21,engine_hpc,0.892,0.012,healthy,174,0
AC-021,22,engine_hpc,0.887,0.013,healthy,173,0
AC-021,23,engine_hpc,0.882,0.014,healthy,172,0
AC-021,24,engine_hpc,0.877,0.015,healthy,171,0
AC-021,25,engine_hpc,0.872,0.016,healthy,170,0
AC-021,26,engine_hpc,0.867,0.018,healthy,169,0
AC-021,27,engine_hpc,0.862,0.019,healthy,168,0
AC-021,28,engine_hpc,0.856,0.021,healthy,167,0
AC-021,29,engine_hpc,0.851,0.022,healthy,166,0
AC-021,30,engine_hpc,0.846,0.024,healthy,165,0
AC-021,31,engine_hpc,0.841,0.025,healthy,164,0
AC-021,32,engine_hpc,0.836,0.027,healthy,163,0
AC-021,33,engine_hpc,0.831,0.029,healthy,162,0
AC-021,34,engine_hpc,0.826,0.03,healthy,161,0
AC-021,35,engine_hpc,0.821,0.032,healthy,160,0
AC-021,36,engine_hpc,0.815,0.034,healthy,159,0
AC-021,37,engine_hpc,0.81,0.036,healthy,158,0
AC-021,38,engine_hpc,0.805,0.038,healthy,157,0
AC-021,39,engine_hpc,0.8,0.04,healthy,156,0
AC-021,40,engine_hpc,0.795,0.042,healthy,155,0
AC-021,41,engine_hpc,0.79,0.044,healthy,154,0
AC-021,42,engine_hpc,0.785,0.046,healthy,153,0
AC-021,43,engine_hpc,0.779,0.049,healthy,152,0
AC-021,44,engine_hpc,0.774,0.051,healthy,151,0
AC-021,45,engine_hpc,0.769,0.053,healthy,150,0
AC-021,46,engine_hpc,0.764,0.056,healthy,149,0
AC-021,47,engine_hpc,0.759,0.058,healthy,148,0
AC-021,48,engine_hpc,0.754,0.061,healthy,147,0
AC-021,49,engine_hpc,0.749,0.063,healthy,146,0
AC-021,50,engine_hpc,0.744,0.066,healthy,145,0
AC-021,51,engine_hpc,0.738,0.068,healthy,144,0
AC-021,52,engine_hpc,0.733,0.071,healthy,143,0
AC-021,53,engine_hpc,0.728,0.074,healthy,142,0
AC-021,54,engine_hpc,0.723,0.077,healthy,141,0
AC-021,55,engine_hpc,0.718,0.08,healthy,140,0
AC-021,56,engine_hpc,0.713,0.082,healthy,139,0
AC-021,57,engine_hpc,0.708,0.085,healthy,138,0
AC-021,58,engine_hpc,0.703,0.088,healthy,137,0
AC-021,59,engine_hpc,0.697,0.092,healthy,136,0
AC-021,60,engine_hpc,0.692,0.095,healthy,135,0
AC-021,61,engine_hpc,0.687,0.098,healthy,134,0
AC-021,62,engine_hpc,0.682,0.101,healthy,133,0
AC-021,63,engine_hpc,0.677,0.104,healthy,132,0
AC-021,64,engine_hpc,0.672,0.108,healthy,131,0
AC-021,65,engine_hpc,0.667,0.111,healthy,130,0
AC-021,66,engine_hpc,0.662,0.115,healthy,129,0
AC-021,67,engine_hpc,0.656,0.118,healthy,128,0
AC-021,68,engine_hpc,0.651,0.122,healthy,127,0
AC-021,69,engine_hpc,0.646,0.125,healthy,126,0
AC-021,70,engine_hpc,0.641,0.129,healthy,125,0
AC-021,71,engine_hpc,0.636,0.133,healthy,124,0
AC-021,72,engine_hpc,0.631,0.136,healthy,123,0
AC-021,73,engine_hpc,0.626,0.14,healthy,122,0
AC-021,74,engine_hpc,0.621,0.144,healthy,121,0
AC-021,75,engine_hpc,0.615,0.148,healthy,120,0
AC-021,76,engine_hpc,0.61,0.152,healthy,119,0
AC-021,77,engine_hpc,0.605,0.156,healthy,118,0
AC-021,78,engine_hpc,0.6,0.16,healthy,117,0
AC-021,79,engine_hpc,0.595,0.164,healthy,116,0
AC-021,80,engine_hpc,0.59,0.168,healthy,115,0
AC-021,81,engine_hpc,0.585,0.173,healthy,114,0
AC-021,82,engine_hpc,0.579,0.177,healthy,113,0
AC-021,83,engine_hpc,0.574,0.181,healthy,112,0
AC-021,84,engine_hpc,0.569,0.186,healthy,111,0
AC-021,85,engine_hpc,0.564,0.19,healthy,110,0
AC-021,86,engine_hpc,0.559,0.195,healthy,109,0
AC-021,87,engine_hpc,0.554,0.199,healthy,108,0
AC-021,88,engine_hpc,0.549,0.204,healthy,107,0
AC-021,89,engine_hpc,0.544,0.208,healthy,106,0
AC-021,90,engine_hpc,0.538,0.213,healthy,105,0
AC-021,91,engine_hpc,0.533,0.218,healthy,104,0
AC-021,92,engine_hpc,0.528,0.223,healthy,103,0
AC-021,93,engine_hpc,0.523,0.227,healthy,102,0
AC-021,94,engine_hpc,0.518,0.232,healthy,101,0
AC-021,95,engine_hpc,0.513,0.237,healthy,100,0
AC-021,96,engine_hpc,0.508,0.242,healthy,99,0
AC-021,97,engine_hpc,0.503,0.247,healthy,98,0
AC-021,98,engine_hpc,0.497,0.253,degraded,97,0
AC-021,99,engine_hpc,0.492,0.258,degraded,96,0
AC-021,100,engine_hpc,0.487,0.263,degraded,95,0
AC-021,101,engine_hpc,0.482,0.268,degraded,94,0
AC-021,102,engine_hpc,0.477,0.274,degraded,93,0
AC-021,103,engine_hpc,0.472,0.279,degraded,92,0
AC-021,104,engine_hpc,0.467,0.284,degraded,91,0
AC-021,105,engine_hpc,0.462,0.29,degraded,90,0
AC-021,106,engine_hpc,0.456,0.295,degraded,89,0
AC-021,107,engine_hpc,0.451,0.301,degraded,88,0
AC-021,108,engine_hpc,0.446,0.307,degraded,87,0
AC-021,109,engine_hpc,0.441,0.312,degraded,86,0
AC-021,110,engine_hpc,0.436,0.318,degraded,85,0
AC-021,111,engine_hpc,0.431,0.324,degraded,84,0
AC-021,112,engine_hpc,0.426,0.33,degraded,83,0
AC-021,113,engine_hpc,0.421,0.336,degraded,82,0
AC-021,114,engine_hpc,0.415,0.342,degraded,81,0
AC-021,115,engine_hpc,0.41,0.348,degraded,80,0
AC-021,116,engine_hpc,0.405,0.354,degraded,79,0
AC-021,117,engine_hpc,0.4,0.36,degraded,78,0
AC-021,118,engine_hpc,0.395,0.366,degraded,77,0
AC-021,119,engine_hpc,0.39,0.372,degraded,76,0
AC-021,120,engine_hpc,0.385,0.379,degraded,75,0
AC-021,121,engine_hpc,0.379,0.385,degraded,74,0
AC-021,122,engine_hpc,0.374,0.391,degraded,73,0
AC-021,123,engine_hpc,0.369,0.398,degraded,72,0
AC-021,124,engine_hpc,0.364,0.404,degraded,71,0
AC-021,125,engine_hpc,0.359,0.411,degraded,70,0
AC-021,126,engine_hpc,0.354,0.418,degraded,69,0
AC-021,127,engine_hpc,0.349,0.424,degraded,68,0
AC-021,128,engine_hpc,0.344,0.431,degraded,67,0
AC-021,129,engine_hpc,0.338,0.438,degraded,66,0
AC-021,130,engine_hpc,0.333,0.444,degraded,65,0
AC-021,131,engine_hpc,0.328,0.451,degraded,64,0
AC-021,132,engine_hpc,0.323,0.458,degraded,63,0
AC-021,133,engine_hpc,0.318,0.465,degraded,62,0
AC-021,134,engine_hpc,0.313,0.472,degraded,61,0
AC-021,135,engine_hpc,0.308,0.479,degraded,60,0
AC-021,136,engine_hpc,0.303,0.486,degraded,59,0
AC-021,137,engine_hpc,0.297,0.494,degraded,58,0
AC-021,138,engine_hpc,0.292,0.501,degraded,57,0
AC-021,139,engine_hpc,0.287,0.508,degraded,56,0
AC-021,140,engine_hpc,0.282,0.515,degraded,55,0
AC-021,141,engine_hpc,0.277,0.523,degraded,54,0
AC-021,142,engine_hpc,0.272,0.53,degraded,53,0
AC-021,143,engine_hpc,0.267,0.538,degraded,52,0
AC-021,144,engine_hpc,0.262,0.545,degraded,51,0
AC-021,145,engine_hpc,0.256,0.553,degraded,50,0
AC-021,146,engine_hpc,0.251,0.561,degraded,49,0
AC-021,147,engine_hpc,0.246,0.568,degraded,48,0
AC-021,148,engine_hpc,0.241,0.576,degraded,47,0
AC-021,149,engine_hpc,0.236,0.584,degraded,46,0
AC-021,150,engine_hpc,0.231,0.592,degraded,45,0
AC-021,151,engine_hpc,0.226,0.6,degraded,44,0
AC-021,152,engine_hpc,0.221,0.608,degraded,43,0
AC-021,153,engine_hpc,0.215,0.616,degraded,42,0
AC-021,154,engine_hpc,0.21,0.624,degraded,41,0
AC-021,155,engine_hpc,0.205,0.632,degraded,40,0
AC-021,156,engine_hpc,0.2,0.64,degraded,39,0
AC-021,157,engine_hpc,0.195,0.648,degraded,38,0
AC-021,158,engine_hpc,0.19,0.657,degraded,37,0
AC-021,159,engine_hpc,0.185,0.665,degraded,36,0
AC-021,160,engine_hpc,0.179,0.673,degraded,35,0
AC-021,161,engine_hpc,0.174,0.682,degraded,34,0
AC-021,162,engine_hpc,0.169,0.69,degraded,33,0
AC-021,163,engine_hpc,0.164,0.699,degraded,32,0
AC-021,164,engine_hpc,0.159,0.707,degraded,31,0
AC-021,165,engine_hpc,0.154,0.716,degraded,30,1
AC-021,166,engine_hpc,0.149,0.725,severe,29,1
AC-021,167,engine_hpc,0.144,0.733,severe,28,1
AC-021,168,engine_hpc,0.138,0.742,severe,27,1
AC-021,169,engine_hpc,0.133,0.751,severe,26,1
AC-021,170,engine_hpc,0.128,0.76,severe,25,1
AC-021,171,engine_hpc,0.123,0.769,severe,24,1
AC-021,172,engine_hpc,0.118,0.778,severe,23,1
AC-021,173,engine_hpc,0.113,0.787,severe,22,1
AC-021,174,engine_hpc,0.108,0.796,severe,21,1
AC-021,175,engine_hpc,0.103,0.805,severe,20,1
AC-021,176,engine_hpc,0.097,0.815,severe,19,1
AC-021,177,engine_hpc,0.092,0.824,severe,18,1
AC-021,178,engine_hpc,0.087,0.833,severe,17,1
AC-021,179,engine_hpc,0.082,0.843,severe,16,1
AC-021,180,engine_hpc,0.077,0.852,severe,15,1
AC-021,181,engine_hpc,0.072,0.862,severe,14,1
AC-021,182,engine_hpc,0.067,0.871,severe,13,1
AC-021,183,engine_hpc,0.062,0.881,severe,12,1
AC-021,184,engine_hpc,0.056,0.89,severe,11,1
AC-021,185,engine_hpc,0.051,0.9,severe,10,1
AC-021,186,engine_hpc,0.046,0.91,severe,9,1
AC-021,187,engine_hpc,0.041,0.92,severe,8,1
AC-021,188,engine_hpc,0.036,0.929,severe,7,1
AC-021,189,engine_hpc,0.031,0.939,severe,6,1
AC-021,190,engine_hpc,0.026,0.949,severe,5,1
AC-021,191,engine_hpc,0.021,0.959,severe,4,1
AC-021,192,engine_hpc,0.015,0.969,severe,3,1
AC-021,193,engine_hpc,0.01,0.98,severe,2,1
AC-021,194,engine_hpc,0.005,0.99,severe,1,1
AC-021,195,engine_hpc,0.0,1.0,severe,0,1
